Header
rate=30
frames=600
duration=20.0
type=degree
Body
Time,Frame,RE,RS,LE,LS,NV,NH,HD,RK,RH,LK,LH,TV,TH,TO,SD
2.36667,71,78.8665,-14.2198,77.7264,-13.9028,14.3477,-33.6133,-0.863489,-40.1006,40.1426,-38.7462,42.0777,22.7688,-24.3812,-0.149772,0.0
2.4,72,78.9868,-14.318,77.8485,-14.0072,14.235,-34.1208,-0.559554,-40.0892,40.1,-38.7341,42.0472,22.7688,-24.3812,-0.149772,0.0
2.43333,73,79.0277,-14.3378,77.8902,-14.043,14.1154,-34.6166,-0.286174,-40.0854,40.0881,-38.7302,42.0344,22.7688,-24.3812,-0.149772,0.0
2.46667,74,79.0152,-14.3384,77.8774,-14.0434,13.9894,-35.1004,-0.0447389,-40.0846,40.0849,-38.7292,42.0308,22.7688,-24.3812,-0.149772,0.0
2.5,75,78.9774,-14.3534,77.8396,-14.0318,13.8574,-35.5715,0.163363,-40.0825,40.0753,-38.727,42.0207,22.7688,-24.3812,-0.149772,0.0
2.53333,76,78.9154,-14.3416,77.7774,-14.0467,13.72,-36.0294,0.336743,-40.0788,40.06,-38.7237,42.0045,22.7688,-24.3812,-0.149772,0.0
2.56667,77,78.83,-14.3444,77.6917,-14.0495,13.5776,-36.4737,0.474011,-40.074,40.0385,-38.7181,41.9814,22.7688,-24.3812,-0.149772,0.0
2.6,78,78.7217,-14.3478,77.583,-14.0398,13.4306,-36.9037,0.57378,-40.0677,40.0115,-38.7119,41.9526,22.7688,-24.3812,-0.149772,0.0
2.63333,79,78.5912,-14.3517,77.4521,-14.0565,13.2796,-37.3191,0.634659,-40.0601,39.9791,-38.7036,41.9106,22.7688,-24.3812,-0.149772,0.0
2.66667,80,78.439,-14.3558,77.2994,-14.0605,13.125,-37.7192,0.655261,-40.0511,39.9412,-38.6945,41.8702,22.7688,-24.3812,-0.149772,0.0
2.7,81,78.2658,-14.3602,77.1258,-14.0519,12.9673,-38.1036,-0.72958,-40.0413,39.9057,-38.6841,41.8312,22.7688,-24.3812,-0.149772,0.0
